[00:12] Hello 大家好,我是小骏
[00:14] 今天这期节目我们来到了美国纽约
[250:02] 你就废了
[250:03] 然后如果它是一个拐杖
[250:04] 拄着拐的话
[250:05] 你也没有办法训练你的
[250:06] 你的大腿的肌肉
[250:07] 嗯
[250:08] 好
[250:09] 这是你跟直琳的想
[250:10] 两个两个perspective
[250:11] 对
[250:12] 所以我非常担心语言对于视觉
[250:13] 视觉的污染
[250:14] 嗯
[250:15] 哦
[250:16] 这件事情对我来说非常非常担心
[250:17] 而且之前
[250:18] 这个污染的发生了
[250:19] 这个这个污染的发生的状态是这样的
[250:21] 这个污染的发生的状态是
[250:23] 整个lodge model
[250:25] 有一个巨大的这样一个价值链条
[250:28] 啊
[250:29] 从
[250:30] 工业界一步一步传导到学术界
[250:32] 这个价值链条是说我们
[250:34] 在最上层有一个narrative
[250:36] 这个narrative是
[250:38] whatever AGI
[250:40] scaling law
[250:41] beta lesson
[250:43] lm
[250:44] 这些叙事的逻辑
[250:45] 现在的圣经啊
[250:46] 对啊
[250:47] 啊
[250:48] 等下我们给你讲一下beta lesson
[250:49] 因为我完全不觉得lodge model
[250:52] 是一个
[250:53] 啊
[250:54] 这个这个这个beta lesson的
[250:56] 一个一个一个一个展示
[250:59] 嗯
[251:00] 他lodge model其实是反beta lesson的
[251:04] 最后哪些表征会是足够通用表征
[251:06] 它的终点是什么呢
[251:08] 啊
[251:09] 终点我们可以叫做叫做就是世界模型
[251:11] 所以所以我也许我们可以讨论一下
[251:12] 在我定义下
[251:13] 或者在于这个表征的这个concept下面
[251:15] 世界模型到底是什么意思
[251:16] 什么是世界模型
[251:17] 对啊
[251:18] 那这也要马上进入到你创业的话题了
[251:20] 啊
[251:21] 然后我们先从
[251:22] 嗯
[251:23] 对从动物态到世界模型
[251:24] 嗯
[251:25] 对啊
[251:26] 嗯
[251:27] 是这样就是
[251:28] 严格定义上来讲
[251:30] 世界模型就是说你现在
[251:32] 给定一个系统或者一个环境的状态
[251:36] 啊
[251:37] 嗯
[251:38] 呃
[251:39] 这个这个环境状态可能就是
[251:40] 比如说
[251:41] 呃
[251:42] 你可以认为它是在当前时刻的一个状态
[251:44] 但世界模型也不一定只是做
[251:47] 所谓的temporal上prediction
[251:48] 但我们先不管这些事情
[251:49] 总之是你现在有一个系统或者一个环境
[251:52] 你有一个状态st
[251:54] 嗯
[251:55] 对吧
[251:56] 然后你有一个intervention或者action
[251:57] 比如说我们叫它at
[251:58] 在当前时刻
[251:59] 你对这个系统施加一个动作
[252:02] 你现在希望能够学到一个predictive function
[252:05] 啊
[252:06] 或者transition function
[252:07] 啊
[252:08] f使得它能够take你的action
[252:10] 跟你当前的呃
[252:11] 这个state
[252:12] 这个环境state
[252:13] 嗯
[252:14] 能够去predict下一个state
[252:15] 对吧
[252:16] 就是下一个时刻的state
[252:17] 嗯
[252:18] 所以这是最基础的一个general的这种
[252:21] 这种啊
[252:22] 世界模型的一个一个定义
[252:24] 然后这个定义本身
[252:26] 其实又无比的直接
[252:28] 或者说甚至有点trivial
[252:30] 因为这件事情不是一个新的概念
[252:32] 啊
[252:33] 因为其实1943年的时候有一个
[252:36] 啊
[252:37] 这个生理学家吧
[252:38] 叫kenneth craik
[252:40] 嗯
[252:41] 他第一次提出了这个概念
[252:43] 他就说
[252:44] 人在脑子里面
[252:45] 是有这样一个世界模型的
[252:47] 这个世界模型能够告诉我们
[252:50] 当我们去做某一个动作的时候
[252:53] 接下来会发生什么样的后果
[252:55] 嗯
[252:56] 我们因为能够预测我们的动作
[252:59] 我们的action带来的后果
[253:01] 所以这件事情能够指导我们
[253:04] 到底应该去take什么样的action
[253:06] 嗯
[253:07] 和做什么样的决策
[253:08] 如果如果如果我知道我把手
[253:10] 伸到火堆里面
[253:12] 我会疼
[253:13] 我就不会
[253:14] 对吧
[253:15] 把我的手伸到火堆里面
[253:17] 啊
[253:18] 这件事情这种prediction的这种结构
[253:21] 啊
[253:22] 其实也是过去
[253:24] 啊
[253:25] 包括control theory
[253:27] 啊
[253:28] 这个在六七十年代
[253:29] 然后大家怎么样把一个
[253:31] 一个一个这个月球探测器送到月球
[253:34] 送到送到什么地方
[253:36] 对吧
[253:37] 然后然后其实
[253:38] 大家也需要基于这样的控制系统
[253:40] 啊
[253:41] 比如说一个经典的算法叫做
[253:42] model predictive control
[253:44] 这一面也涉及到一个model
[253:45] 但这个model其实也就是某种wordmodel
[253:47] 啊
[253:48] 这个算法其实也非常非常简单
[253:49] 就是说你现在需要讨论
[253:51] 我到底应该施加哪一个controlsignal
[253:53] 给这个系统
[253:54] 使得他能够去完成我既定的一个一个任务
[253:57] 嗯
[253:58] 对吧
[253:59] 然后那我要做的事情是说
[254:01] 我在当前的时刻通过我的模型
[254:04] 去roll out
[254:05] 去去去滚动输出
[254:07] 接下来的啊
[254:09] 这个这个kick stop的action
[254:12] 一个action的sequence
[254:13] 就是说我现在要要输出我接下来的一个
[254:16] 一个action sequence
[254:17] 动作的一个序列
[254:18] 然后我要通过这个动作的序列
[254:22] 用我的这个model去得到下一个时代
[254:25] 或者说每一个step上面的一个state
[254:27] 然后最后我也会有一个
[254:29] 呃
[254:30] 某种cost的function
[254:31] 一个度量函数
[254:32] 嗯
[254:33] 然后告诉我
[254:34] 我执行了这个动作序列之后
[254:35] 我离我最后的这个目标距离到底有多远
[254:39] 好
[254:40] 所以这个算法就非常简单
[254:41] 就是说你不断的去做这个动作序列之后
[254:43] 去sample你的action sequence
[254:44] 然后跳回到第一步
[254:46] 就是说然后找到找到这个这个cost的最低的这个action sequence
[254:51] 执行它的第一步
[254:52] 然后重复迭代的去做这个动作
[254:54] 对吧
[254:55] 再再roll out下一步的action sequence
[254:57] 对
[254:58] 所以在每一次你都要做一个决策
[255:00] 然后这个决策的来源都基于你对未来的这个这个预测
[255:05] 嗯
[255:06] 对
[255:07] 这是所谓在这个model predict control里面
[255:08] 大家怎么去用这个word model
[255:09] 然后再到后面
[255:10] 比如说在model based il里面
[255:12] reinforcement learning里面
[255:14] 其实大家也意识到说一个word model其实是非常重要的
[255:19] 然后所以这边有一个经典的论文是Dyna d y n a
[255:23] 这个paper其实是Rich Sutton的paper
[255:26] 哦
[255:27] 对
[255:28] 所以Rich Sutton自己写了这样一个paper
[255:30] 然后他讲了一个很有趣的观点
[255:33] 或者一个framer
[255:34] 他讲其实人的智能体系可能可以分两种
[255:39] 一种叫做reactive的policy
[255:41] 啊
[255:42] 一种可能叫做某种更智能化的model based的policy
[255:46] 对吧
[255:47] 这件事情其实这个类比是是这个所谓的system one system two
[255:52] 这种analogy
[255:53] 就human cognition也有所谓的thinking fast thinking slow
[255:57] 对吧
[255:58] 就是对于很难的问题
[255:59] 我们可能要需要更多的mental cycle
[256:00] 然后去去study这些问题
[256:02] 嗯
[256:03] 但对于一些问题来说
[256:04] 我平时或者说我们开车对吧
[256:06] 我刚学开车的时候紧张的不得了
[256:08] 我左看右看
[256:09] 啊
[256:10] 然后需要做很多的决策
[256:11] 当你没有开车之后
[256:12] 你就会把这些决策内化成为你
[256:14] 你自己肌肉记忆的一部分
[256:15] 它就变成一个reactive的policy
[256:17] 对吧
[256:18] 所以Rich Sutton在Dinah的paper里面说了一个很有趣的事情
[256:21] 他说
[256:22] what is reinforcement learning
[256:24] reinforcement learning是一个非常primitive
[256:27] 是一个非常基础的
[256:29] 没有模型的
[256:30] 没有这个世界模型的一个learning algorithm
[256:34] 所以Rich Sutton自己其实也是有点反pure reinforcement learning
[256:39] 至少在当初的那个时期
[256:40] 在他的paper里面
[256:42] 他讲一个更好的一个系统
[256:44] 当然是说如果你有一个足够强的这个世界模型
[256:47] 你可以基于当前state去预测下一个state
[256:51] 对吧
[256:52] 那这件事情你就有这种所谓的planning的capability在里面了
[256:56] 就是planning就是所谓做计划的能力
[256:58] 嗯
[256:59] 然后planning其实跟reasoning
[257:01] 也在某种意义上也是同样的概念
[257:03] reasoning现在在luxury model很火
[257:05] 但事实上我们需要的这种planning
[257:08] 然后以及这个planning的能力
[257:09] 以及这个planning对于decision making的这种意义
[257:12] 其实是在当初很早很早在control theory
[257:15] 在reinforcement learning
[257:16] 其实大家都在讨论的
[257:18] 所以我觉得这是一个world model的历史
[257:21] 所以如果从这个角度出发
[257:24] world model实质是怎么样去刻画一个系统和一个环境
[257:30] 使得你能够在这个系统里面去做预测
[257:32] 并且这个预测能够指导你的action的sequence
[257:37] 以及你的自己的角色
[257:39] 代言模型是predict next word
[257:42] 这个是predict next action
[257:44] 其实是基于这个action predict next state
[257:48] 对
[257:49] 怎么理解state
[257:51] state是最少的信息可以描述一个系统的所有状态的
[257:59] 这么样一个信息的来源吧
[258:04] 可以这么认为
[258:05] 就是一个state是说
[258:07] 啊
[258:08] 比如说
[258:09] 对这件事情也涉及到一个很有趣的事情
[258:12] 很有趣的另外一个事情我们得要讨论
[258:14] 就是这件事情跟表生的关系到底是啥
[258:18] 我为什么说是一个最小信息的一个刻画单元呢
[258:21] 是因为
[258:22] 假设我们现在就是说我们现在这个物理世界
[258:26] 我就说我地球吧
[258:27] 或者我先不说那么远
[258:28] 我们先说我们这个屋子
[258:30] 这也是一个环境了
[258:32] 那刻画这个环境的state是什么
[258:34] 对吧
[258:36] 这个state如果你不追求这种所谓的最小信息啊
[258:40] 或者minimal description
[258:42] 那它就是可以是比如说我们现在把整个这个space全都重建起来
[258:47] 对吧
[258:48] 然后我们精细的去刻画
[258:50] 这个系统里面的所有的参数
[258:52] 包括这个桌子上的纹理
[258:54] 包括我们声波
[258:56] 对吧
[258:57] 包括我们我们我们我们这个桌子的质量
[259:00] 这个话筒的这种各种各样的physical的这种东西
[259:04] 这种parameters
[259:05] 嗯
[259:06] 但我们不会这样去刻画这个系统的
[259:08] 对吧
[259:09] 因为很多这些信息对于我们的角色来说不重要
[259:13] 对吗
[259:14] 因为因为其实如果假设我们现在一个智能体活在这的目的是
[259:19] 我们现在要要聊天啊
[259:21] 嗯
[259:22] 那我只需要知知道一些基本的这些事实就够了
[259:26] 比如说我的这个话筒可以呃在这个桌子上可以放住
[259:30] 然后我我不会去关心每一点的这个光照
[259:34] 也不会关心这个桌上每每每一个细节的纹理
[259:37] 嗯
[259:38] 对吧
[259:39] 这些事情都不重要
[259:40] 所以这个state其实啊包可以包含很多很多的信息
[259:45] 也可以包含enough信息
[259:48] 就是足够多的信息
[259:50] 这件事情是取决于你要解决什么样的任务的
[259:53] 那这件事情是什么
[259:55] 就是怎么样去去构建这样的一个state呢
[259:58] 这件事情其实也跟表征学习是直接相连的
[260:02] 嗯
[260:03] 尤其像像我刚刚说的对吧
[260:04] 我们要有一个层次化的这种表征
[260:06] 好
[260:07] 这种层次化hierarchical representation
[260:09] 其实目的就是说我们怎么样能够去慢慢develop出来
[260:13] 这种一层又一层迭代上去
[260:16] 然后越来越抽象
[260:18] 越来越对我的decision making
[260:20] 越有意义
[260:21] 越有价值的这样的representation
[260:23] 嗯
[260:24] 它不会惊奇到每一点
[260:26] 它不会惊奇到每一点
[260:27] 那现在怎么抽象呢
[260:28] 嗯
[260:29] 而且我们也不能惊奇到每一点
[260:30] 就做不到
[260:31] 对
[260:32] 我们因为因为这件事情很显然对吧
[260:35] 就比如说我们现在要造一个飞机
[260:37] 然后这个飞机比如说我每啊
[260:40] 比如我们叫model这个飞机的一个动力学系统
[260:43] 对吧
[260:44] 我要知道这个怎么样它能够比较省力省油
[260:46] 对吧
[260:47] 嗯
[260:48] 我们当然可以去从一个最low level的角度出发
[260:53] 我们可以说哎这个呃每平方每立方厘米
[260:56] 可能有十的十十几个四方的这种分子
[261:00] 然后我们去model每一个分子
[261:02] 的碰撞
[261:03] 对吧
[261:04] 然后然后我们我们通过这种方式来去刻画我们这个系统
[261:07] 嗯
[261:08] 啊这件事情当然不会work
[261:09] 这totally stupid way
[261:10] 对吧
[261:11] 我们做的事情是说我们怎么样去能够在统计的意义上去study
[261:16] 这个问题
[261:17] 啊所以这才有所谓的流体力学
[261:19] 然后才会有所谓的这个呃navier stock方程
[261:22] 然后一系列这样的setting对吧
[261:24] 大家变得越来越抽象
[261:26] 啊然后然后但是我们能够去这个刻画的世界
[261:31] 也越来越广阔
[261:33] 嗯
[261:34] 其实语言就是以某种意义上的抽象
[261:37] 语言是某种影响的抽象
[261:38] 但是它是一种就是已经被证实过的抽象
[261:41] 它是高度理念的就是它它是一个已经存在的抽象
[261:45] 它是一个存在的抽象
[261:47] 对
[261:48] 那你你们现在想构建的是一个新的抽象
[261:52] 在语言之外
[261:53] 它是一个对它它是它是一个有点啊
[261:58] 它一定是一个latent representation
[262:00] 嗯对
[262:02] 然后这件事情人可以通过侧面的方式了解到
[262:05] 你到底学了什么样的一个representation
[262:07] 或者说哪些representation的
[262:09] 呃哪哪些representation是有意义的
